image_file,class_id,class_name,score,x1,y1,x2,y2,bbox_index
Beaumont-Collinot_1859_145.jpg,0,illustration,0.9040173888206482,549.6929931640625,618.0036010742188,2219.83935546875,3050.201171875,0
Bourgoin_1873A_103.jpg,0,illustration,0.9307240843772888,405.31396484375,1527.189208984375,1575.59130859375,2064.6435546875,0
Bourgoin_1873A_103.jpg,0,illustration,0.8489273190498352,415.8653564453125,316.8986511230469,1583.2109375,1481.16064453125,1
Soldi_1881_271.jpg,0,illustration,0.8373774886131287,0.0,0.0,1830.151611328125,2922.183349609375,0
Maciet_142-1_049.jpg,0,illustration,0.8354868292808533,1666.91943359375,324.244873046875,2887.70458984375,1653.8895263671875,0
Maciet_142-1_049.jpg,0,illustration,0.8009260296821594,1755.3695068359375,1719.544189453125,2901.936767578125,2983.578857421875,1
Maciet_142-1_049.jpg,0,illustration,0.7098613977432251,618.8945922851562,423.07818603515625,1577.749755859375,1252.4261474609375,2
Maciet_142-1_049.jpg,0,illustration,0.6358880400657654,2934.458251953125,305.6446228027344,4000.218505859375,1117.197021484375,3
Maciet_142-1_049.jpg,0,illustration,0.6233952045440674,3024.14501953125,1254.665771484375,3858.00341796875,2046.4686279296875,4
Maciet_142-1_049.jpg,0,illustration,0.4190835654735565,3098.467529296875,303.9202575683594,3847.125,1109.3726806640625,5
Maciet_142-1_049.jpg,0,illustration,0.37179771065711975,587.590087890625,1380.44677734375,1601.131103515625,2272.587890625,6
Maciet_142-1_049.jpg,0,illustration,0.2994771897792816,542.5296020507812,1261.9593505859375,906.1285400390625,1413.2142333984375,7
Maciet_142-2_053.jpg,0,illustration,0.7745030522346497,2781.45751953125,665.3538818359375,3388.858154296875,1277.8695068359375,0
Maciet_142-2_053.jpg,0,illustration,0.7721264958381653,1151.9359130859375,699.253662109375,1752.1732177734375,1291.951904296875,1
Maciet_142-2_053.jpg,0,illustration,0.7513115406036377,3000.180419921875,2807.71826171875,3590.128662109375,3379.138427734375,2
Maciet_142-2_053.jpg,0,illustration,0.737125039100647,1777.0904541015625,2965.546142578125,2892.34716796875,3553.54052734375,3
Maciet_142-2_053.jpg,0,illustration,0.7338133454322815,2770.59326171875,1351.5712890625,3339.4814453125,1944.101318359375,4
Maciet_142-2_053.jpg,0,illustration,0.6294992566108704,1759.4822998046875,2417.341552734375,2938.06494140625,2799.40380859375,5
Maciet_142-2_053.jpg,0,illustration,0.5771744251251221,1169.84619140625,1364.614990234375,1764.5914306640625,1991.70361328125,6
Maciet_142-2_053.jpg,0,illustration,0.5725953578948975,1968.524169921875,851.7788696289062,2549.623291015625,1438.9427490234375,7
Maciet_142-2_053.jpg,0,illustration,0.4233192503452301,1998.308837890625,1406.059814453125,2579.2236328125,1968.2572021484375,8
Maciet_142-5_067.jpg,0,illustration,0.8659770488739014,2563.73193359375,1515.80615234375,3767.56201171875,2730.590576171875,0
